team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
FC Schalke 04,Schalke 04,2024/2025,Germany,25,12,13,0,9,5,4,6,2,4,10,5,5,1.32,1.42,1.23,11,11,9,11,42,44,-2,86,51,35,25,17,26,18,-1,-1,54,43,69,51,41,65,4,2,2,16,9,7,7,1,6,10,6,4,124,62,62,62,27,35,55,56,54,310,168,142,142,80,62,168,88,80,256,112,144,20,14,6,24,13,11,-4,1,-5,9,6,3,6,2,4,10,4,6,1.32,1.67,1,3.44,4.25,2.69,1.68,2.08,1.31,1.76,2.17,1.38,1.76,2.25,1.31,0.8,1.17,0.46,0.96,1.08,0.85,23,20,16,12,6,5,12,11,9,7,4,4,11,9,7,5,2,1,2,5,9,13,19,20,0,1,3,5,8,8,2,4,6,8,11,12,92,80,64,48,24,20,100,92,75,58,33,33,85,69,54,38,15,8,8,20,36,52,76,80,0,8,25,42,67,67,15,31,46,62,85,92,20,13,8,10,8,6,10,5,2,80,52,32,83,67,50,77,38,15,36,42,31,1,16,17,15,64,75,54,28,8,46,40,50,31,8,3,5,32,25,38,13,5,8,52,42,62,9,6,3,36,50,23,36,50,23,24,17,31,40,33,46,4.96,5.17,4.77,2.48,2.25,2.69,72,68,44,36,32,12,12,8,1.51,1.69,1.35,1.47,1.49,1.44,108,4,4,4,5,3,4,5,7,6,4,3,8,3,8,7,4,5,2,24,17,31,40,42,38,4
Hamburger SV,Hamburger SV,2024/2025,Germany,25,13,12,0,12,7,5,9,6,3,4,0,4,1.8,2.08,1.5,1,1,6,1,55,32,23,87,48,39,35,20,13,19,22,1,41,33,54,70,90,57,5,4,1,18,9,9,2,0,2,17,12,5,135,76,59,69,29,40,55,53,56,341,196,145,164,94,70,177,102,75,302,148,154,28,21,7,10,2,8,18,19,-1,14,11,3,6,2,4,5,0,5,1.92,2.69,1.08,3.48,3.69,3.25,2.2,2.69,1.67,1.28,1,1.58,1.52,1.77,1.25,1.12,1.62,0.58,0.4,0.15,0.67,25,23,18,14,6,1,13,12,10,9,4,0,12,11,8,5,2,1,0,2,7,11,19,24,0,1,3,4,9,13,0,1,4,7,10,11,100,92,72,56,24,4,100,92,77,69,31,0,100,92,67,42,17,8,0,8,28,44,76,96,0,8,23,31,69,100,0,8,33,58,83,92,22,11,5,11,7,5,11,4,0,88,44,20,85,54,38,92,33,0,48,54,42,22,20,31,8,72,69,75,8,0,17,68,92,42,15,11,4,60,85,33,8,2,6,32,15,50,5,2,3,20,15,25,56,85,25,24,15,33,20,0,42,5.40,5.85,4.92,2.76,2.23,3.33,92,84,84,68,52,44,32,24,1.70,1.85,1.53,1.48,1.35,1.62,68,9,6,5,2,7,4,5,5,12,1,2,1,5,5,5,5,5,3,36,46,25,16,0,33,16
1. FC Köln,Köln,2024/2025,Germany,25,12,13,0,13,6,7,5,3,2,7,3,4,1.76,1.75,1.77,2,6,2,2,38,30,8,68,37,31,23,15,14,16,9,-1,59,47,78,75,77,73,10,5,5,12,7,5,3,0,3,18,10,8,162,80,82,59,26,33,53,54,51,331,175,156,154,75,79,177,100,77,309,151,158,21,11,10,9,5,4,12,6,6,11,5,6,11,5,6,3,2,1,1.76,1.67,1.85,2.72,3.08,2.38,1.52,1.92,1.15,1.2,1.17,1.23,1.2,1.33,1.08,0.84,0.92,0.77,0.36,0.42,0.31,25,15,13,8,3,2,12,9,7,4,2,1,13,6,6,4,1,1,0,10,12,17,22,23,0,3,5,8,10,11,0,7,7,9,12,12,100,60,52,32,12,8,100,75,58,33,17,8,100,46,46,31,8,8,0,40,48,68,88,92,0,25,42,67,83,92,0,54,54,69,92,92,15,8,4,7,4,2,8,4,2,60,32,16,58,33,17,62,31,15,52,50,54,15,40,42,38,48,58,38,12,0,23,72,83,62,19,9,10,76,75,77,12,7,5,48,58,38,4,1,3,16,8,23,44,42,46,44,42,46,12,17,8,6.48,6.67,6.31,2.36,2.17,2.54,96,88,80,60,48,40,24,24,1.66,1.81,1.53,1.18,1.09,1.27,52,4,3,5,6,7,2,4,1,6,2,2,3,2,1,5,4,5,6,20,25,15,28,25,31,12
Hertha BSC,Hertha BSC,2024/2025,Germany,25,12,13,0,7,2,5,5,2,3,13,8,5,1.04,0.67,1.38,14,18,7,14,33,42,-9,75,33,42,13,20,20,22,-7,-2,68,83,58,54,54,53,4,2,2,16,7,9,7,4,3,11,3,8,155,71,84,64,32,32,54,58,51,290,133,157,135,59,76,155,74,81,324,154,170,10,2,8,22,9,13,-12,-7,-5,4,1,3,9,4,5,12,7,5,0.84,0.58,1.08,3,2.75,3.23,1.32,1.08,1.54,1.68,1.67,1.69,1.28,0.92,1.62,0.4,0.17,0.62,0.88,0.75,1,23,21,16,10,3,1,11,9,7,4,2,0,12,12,9,6,1,1,2,4,9,15,22,24,1,3,5,8,10,12,1,1,4,7,12,12,92,84,64,40,12,4,92,75,58,33,17,0,92,92,69,46,8,8,8,16,36,60,88,96,8,25,42,67,83,100,8,8,31,54,92,92,20,8,3,9,2,0,11,6,3,80,32,12,75,17,0,85,46,23,28,17,38,-9,16,17,15,64,58,69,28,33,23,44,25,62,9,4,5,36,33,38,15,10,5,60,83,38,6,1,5,24,8,38,16,8,23,36,33,38,48,58,38,6.20,5.92,6.46,2.56,2.67,2.46,96,96,88,72,56,40,28,20,1.51,1.53,1.49,1.27,1.14,1.39,84,4,2,3,1,1,7,3,6,6,1,3,5,7,8,8,5,1,4,20,17,23,52,67,38,16
SV Darmstadt 1898,Darmstadt 98,2024/2025,Germany,25,13,12,0,8,5,3,7,4,3,10,4,6,1.24,1.46,1,13,9,14,13,44,41,3,85,36,49,22,22,14,27,8,-5,51,53,49,55,83,40,3,3,0,16,7,9,7,4,3,12,8,4,118,57,61,68,34,34,52,52,52,332,178,154,152,80,72,180,98,82,263,142,121,20,12,8,17,7,10,3,5,-2,9,6,3,9,5,4,7,2,5,1.44,1.77,1.08,3.4,2.77,4.08,1.76,1.69,1.83,1.64,1.08,2.25,1.48,1.46,1.5,0.8,0.92,0.67,0.68,0.54,0.83,24,21,16,11,6,5,12,11,6,3,2,2,12,10,10,8,4,3,1,4,9,14,19,20,1,2,7,10,11,11,0,2,2,4,8,9,96,84,64,44,24,20,92,85,46,23,15,15,100,83,83,67,33,25,4,16,36,56,76,80,8,15,54,77,85,85,0,17,17,33,67,75,19,12,5,11,7,1,8,5,4,76,48,20,85,54,8,67,42,33,32,38,25,15,12,23,0,64,54,75,28,31,25,48,62,33,14,7,7,56,54,58,10,4,6,40,31,50,7,4,3,28,31,25,36,46,25,36,38,33,28,15,42,4.72,4.38,5.08,2.72,2.62,2.83,80,64,64,52,44,44,32,24,1.65,1.63,1.67,1.46,1.24,1.72,84,4,4,4,4,4,4,6,9,5,2,5,3,4,4,6,5,3,9,28,31,25,40,31,50,16
Hannoverscher Sportverein 1896,Hannover 96,2024/2025,Germany,25,13,12,0,10,7,3,9,5,4,6,1,5,1.56,2,1.08,7,2,13,7,32,25,7,57,31,26,20,12,11,14,9,-2,70,58,90,90,106,77,9,5,4,13,8,5,6,1,5,9,6,3,138,76,62,62,32,30,49,51,47,308,161,147,126,68,58,182,93,89,333,157,176,13,7,6,10,4,6,3,3,0,7,4,3,13,7,6,5,2,3,1.36,1.46,1.25,2.28,2.38,2.17,1.28,1.54,1,1,0.85,1.17,0.92,0.85,1,0.52,0.54,0.5,0.4,0.31,0.5,22,17,11,6,1,0,12,10,5,3,1,0,10,7,6,3,0,0,3,8,14,19,24,25,1,3,8,10,12,13,2,5,6,9,12,12,88,68,44,24,4,0,92,77,38,23,8,0,83,58,50,25,0,0,12,32,56,76,96,100,8,23,62,77,92,100,17,42,50,75,100,100,16,7,0,8,3,0,8,4,0,64,28,0,62,23,0,67,33,0,40,54,25,18,36,38,33,52,62,42,24,8,42,36,46,25,16,9,7,64,69,58,14,7,7,56,54,58,4,2,2,16,15,17,28,31,25,52,54,50,20,15,25,5.52,5.85,5.17,2.48,2.46,2.50,92,84,76,60,52,40,32,20,1.54,1.65,1.43,1.36,1.25,1.49,52,3,3,3,3,2,3,3,6,6,2,2,3,1,4,3,1,4,5,36,38,33,24,8,42,12
SC Paderborn 07,Paderborn,2024/2025,Germany,25,12,13,0,11,6,5,9,2,7,5,4,1,1.68,1.67,1.69,5,7,4,5,39,29,10,68,34,34,20,19,14,15,6,4,58,54,62,78,77,78,8,5,3,16,7,9,4,2,2,11,6,5,162,83,79,57,26,31,52,53,52,323,169,154,154,79,75,169,90,79,300,128,172,10,6,4,13,9,4,-3,-3,0,4,2,2,14,5,9,7,5,2,1.04,0.92,1.15,2.72,2.83,2.62,1.56,1.67,1.46,1.16,1.17,1.15,0.92,1.25,0.62,0.4,0.5,0.31,0.52,0.75,0.31,22,21,14,6,3,2,10,10,8,3,2,1,12,11,6,3,1,1,3,4,11,19,22,23,2,2,4,9,10,11,1,2,7,10,12,12,88,84,56,24,12,8,83,83,67,25,17,8,92,85,46,23,8,8,12,16,44,76,88,92,17,17,33,75,83,92,8,15,54,77,92,92,15,6,2,9,4,2,6,2,0,60,24,8,75,33,17,46,15,0,44,50,38,3,32,42,23,64,58,69,16,17,15,44,50,38,14,5,9,56,42,69,15,6,9,60,50,69,6,4,2,24,33,15,16,17,15,56,42,69,28,42,15,6.48,6.92,6.08,2.28,2.17,2.38,100,96,92,76,60,52,32,20,1.57,1.69,1.46,1.38,1.53,1.24,56,2,3,0,2,6,4,6,4,12,3,4,4,1,3,3,4,2,5,36,17,54,20,33,8,8
1. FC Nürnberg,Nürnberg,2024/2025,Germany,25,12,13,0,11,7,4,5,2,3,9,3,6,1.52,1.92,1.15,9,4,11,9,43,39,4,82,40,42,23,20,17,22,6,-2,52,47,58,58,63,53,7,4,3,15,6,9,5,3,2,13,8,5,142,82,60,56,20,36,52,54,49,302,156,146,163,78,85,139,78,61,278,131,147,18,7,11,21,9,12,-3,-2,-1,5,2,3,12,6,6,8,4,4,1.08,1,1.15,3.28,3.33,3.23,1.72,1.92,1.54,1.56,1.42,1.69,1.56,1.33,1.77,0.72,0.58,0.85,0.84,0.75,0.92,23,20,15,11,5,2,11,9,7,5,2,1,12,11,8,6,3,1,2,5,10,14,20,23,1,3,5,7,10,11,1,2,5,7,10,12,92,80,60,44,20,8,92,75,58,42,17,8,92,85,62,46,23,8,8,20,40,56,80,92,8,25,42,58,83,92,8,15,38,54,77,92,17,11,7,8,4,2,9,7,5,68,44,28,67,33,17,69,54,38,44,58,31,11,28,33,23,60,50,69,20,25,15,52,67,38,10,5,5,40,42,38,14,7,7,56,58,54,9,4,5,36,33,38,20,17,23,48,50,46,32,33,31,5.68,6.83,4.62,2.24,1.67,2.77,84,76,64,64,48,36,24,20,1.52,1.60,1.45,1.58,1.48,1.69,96,3,7,2,5,3,5,3,4,11,3,4,3,4,8,4,2,6,5,20,17,23,36,25,46,20
Braunschweiger TSV Eintracht 1895,Eintracht Braunschweig,2024/2025,Germany,25,12,13,0,5,4,1,8,4,4,12,4,8,0.92,1.33,0.54,16,12,17,16,23,44,-21,67,26,41,13,10,13,31,0,-21,98,83,117,51,83,38,7,5,2,13,6,7,8,3,5,10,7,3,131,59,72,77,34,43,46,47,44,270,144,126,130,65,65,140,79,61,293,149,144,10,6,4,20,5,15,-10,1,-11,6,4,2,8,5,3,11,3,8,1.04,1.42,0.69,2.68,2.17,3.15,0.92,1.08,0.77,1.76,1.08,2.38,1.2,0.92,1.46,0.4,0.5,0.31,0.8,0.42,1.15,22,20,12,8,4,1,10,9,5,2,0,0,12,11,7,6,4,1,3,5,13,17,21,24,2,3,7,10,12,12,1,2,6,7,9,12,88,80,48,32,16,4,83,75,42,17,0,0,92,85,54,46,31,8,12,20,52,68,84,96,17,25,58,83,100,100,8,15,46,54,69,92,18,7,4,8,2,1,10,5,3,72,28,16,67,17,8,77,38,23,20,33,8,28,28,42,15,52,50,54,32,25,38,40,58,23,13,8,5,52,67,38,15,6,9,60,50,69,4,2,2,16,17,15,24,33,15,32,42,23,44,25,62,5.24,4.92,5.54,3.08,2.83,3.31,84,80,76,68,56,52,28,24,1.29,1.38,1.22,1.63,1.43,1.81,64,1,3,0,5,2,2,3,3,4,5,7,4,2,3,4,3,5,11,32,33,31,48,33,62,12
1. FC Kaiserslautern,Kaiserslautern,2024/2025,Germany,25,13,12,0,12,6,6,7,5,2,6,2,4,1.72,1.77,1.67,3,3,5,3,43,35,8,78,43,35,26,17,17,18,9,-1,52,45,63,64,69,60,8,3,5,14,9,5,6,2,4,11,7,4,130,85,45,65,29,36,52,52,52,332,188,144,164,96,68,168,92,76,312,151,161,16,13,3,14,8,6,2,5,-3,8,7,1,11,3,8,6,3,3,1.4,1.85,0.92,3.12,3.31,2.92,1.72,2,1.42,1.4,1.31,1.5,1.2,1.62,0.75,0.64,1,0.25,0.56,0.62,0.5,22,18,17,10,5,4,12,11,10,6,2,1,10,7,7,4,3,3,3,7,8,15,20,21,1,2,3,7,11,12,2,5,5,8,9,9,88,72,68,40,20,16,92,85,77,46,15,8,83,58,58,33,25,25,12,28,32,60,80,84,8,15,23,54,85,92,17,42,42,67,75,75,16,8,5,10,5,5,6,3,0,64,32,20,77,38,38,50,25,0,48,46,50,11,32,23,42,56,69,42,24,15,33,44,54,33,14,7,7,56,54,58,13,4,9,52,31,75,7,5,2,28,38,17,32,54,8,44,23,67,24,23,25,5.20,6.54,3.75,2.6,2.23,3.00,88,80,76,72,60,52,44,16,1.60,1.78,1.40,1.59,1.53,1.66,68,0,4,3,4,8,6,6,4,8,3,2,1,5,5,2,5,6,6,28,38,17,24,15,33,8
